date,dominant
2009-03-31,M0909
2009-04-01,M0909
2009-04-02,M0909
2009-04-03,M0909
2009-04-07,M0909
2009-04-08,M0909
2009-04-09,M0909
2009-04-10,M0909
2009-04-13,M0909
2009-04-14,M0909
2009-04-15,M0909
2009-04-16,M0909
2009-04-17,M0909
2009-04-20,M0909
2009-04-21,M0909
2009-04-22,M0909
2009-04-23,M0909
2009-04-24,M0909
2009-04-27,M0909
2009-04-28,M0909
2009-04-29,M0909
2009-04-30,M0909
2009-05-04,M0909
2009-05-05,M0909
2009-05-06,M0909
2009-05-07,M0909
2009-05-08,M0909
2009-05-11,M0909
2009-05-12,M0909
2009-05-13,M0909
2009-05-14,M0909
2009-05-15,M0909
2009-05-18,M0909
2009-05-19,M0909
2009-05-20,M0909
2009-05-21,M0909
2009-05-22,M0909
2009-05-25,M0909
2009-05-26,M0909
2009-05-27,M0909
2009-06-01,M0909
2009-06-02,M0909
2009-06-03,M0909
2009-06-04,M0909
2009-06-05,M0909
2009-06-08,M0909
2009-06-09,M0909
2009-06-10,M0909
2009-06-11,M0909
2009-06-12,M0909
2009-06-15,M1001
2009-06-16,M1001
2009-06-17,M1001
2009-06-18,M1001
2009-06-19,M1001
2009-06-22,M1001
2009-06-23,M1001
2009-06-24,M1001
2009-06-25,M1001
2009-06-26,M1001
2009-06-29,M1001
2009-06-30,M1001
2009-07-01,M1001
2009-07-02,M1001
2009-07-03,M1001
2009-07-06,M1001
2009-07-07,M1001
2009-07-08,M1001
2009-07-09,M1001
2009-07-10,M1001
2009-07-13,M1001
2009-07-14,M1001
2009-07-15,M1001
2009-07-16,M1001
2009-07-17,M1001
2009-07-20,M1001
2009-07-21,M1001
2009-07-22,M1001
2009-07-23,M1001
2009-07-24,M1001
2009-07-27,M1001
2009-07-28,M1001
2009-07-29,M1001
2009-07-30,M1001
2009-07-31,M1005
2009-08-03,M1005
2009-08-04,M1005
2009-08-05,M1005
2009-08-06,M1005
2009-08-07,M1005
2009-08-10,M1005
2009-08-11,M1005
2009-08-12,M1005
2009-08-13,M1005
2009-08-14,M1005
2009-08-17,M1005
2009-08-18,M1005
2009-08-19,M1005
2009-08-20,M1005
2009-08-21,M1005
2009-08-24,M1005
2009-08-25,M1005
2009-08-26,M1005
2009-08-27,M1005
2009-08-28,M1005
2009-08-31,M1005
2009-09-01,M1005
2009-09-02,M1005
2009-09-03,M1005
2009-09-04,M1005
2009-09-07,M1005
2009-09-08,M1005
2009-09-09,M1005
2009-09-10,M1005
2009-09-11,M1005
2009-09-14,M1005
2009-09-15,M1005
2009-09-16,M1005
2009-09-17,M1005
2009-09-18,M1005
2009-09-21,M1005
2009-09-22,M1005
2009-09-23,M1005
2009-09-24,M1005
2009-09-25,M1005
2009-09-28,M1005
2009-09-29,M1005
2009-09-30,M1005
2009-10-09,M1005
2009-10-12,M1005
2009-10-13,M1005
2009-10-14,M1005
2009-10-15,M1005
2009-10-16,M1005
2009-10-19,M1005
2009-10-20,M1005
2009-10-21,M1005
2009-10-22,M1005
2009-10-23,M1005
2009-10-26,M1005
2009-10-27,M1005
2009-10-28,M1005
2009-10-29,M1005
2009-10-30,M1005
2009-11-02,M1005
2009-11-03,M1005
2009-11-04,M1005
2009-11-05,M1005
2009-11-06,M1005
2009-11-09,M1005
2009-11-10,M1005
2009-11-11,M1005
2009-11-12,M1005
2009-11-13,M1005
2009-11-16,M1005
2009-11-17,M1005
2009-11-18,M1005
2009-11-19,M1005
2009-11-20,M1005
2009-11-23,M1009
2009-11-24,M1009
2009-11-25,M1009
2009-11-26,M1009
2009-11-27,M1009
2009-11-30,M1009
2009-12-01,M1009
2009-12-02,M1009
2009-12-03,M1009
2009-12-04,M1009
2009-12-07,M1009
2009-12-08,M1009
2009-12-09,M1009
2009-12-10,M1009
2009-12-11,M1009
2009-12-14,M1009
2009-12-15,M1009
2009-12-16,M1009
2009-12-17,M1009
2009-12-18,M1009
2009-12-21,M1009
2009-12-22,M1009
2009-12-23,M1009
2009-12-24,M1009
2009-12-25,M1009
2009-12-28,M1009
2009-12-29,M1009
2009-12-30,M1009
2009-12-31,M1009
2010-01-04,M1009
2010-01-05,M1009
2010-01-06,M1009
2010-01-07,M1009
2010-01-08,M1009
2010-01-11,M1009
2010-01-12,M1009
2010-01-13,M1009
2010-01-14,M1009
2010-01-15,M1009
2010-01-18,M1009
2010-01-19,M1009
2010-01-20,M1009
2010-01-21,M1009
2010-01-22,M1009
2010-01-25,M1009
2010-01-26,M1009
2010-01-27,M1009
2010-01-28,M1009
2010-01-29,M1009
2010-02-01,M1009
2010-02-02,M1009
2010-02-03,M1009
2010-02-04,M1009
2010-02-05,M1009
2010-02-08,M1009
2010-02-09,M1009
2010-02-10,M1009
2010-02-11,M1009
2010-02-12,M1009
2010-02-22,M1009
2010-02-23,M1009
2010-02-24,M1009
2010-02-25,M1009
2010-02-26,M1009
2010-03-01,M1009
2010-03-02,M1009
2010-03-03,M1009
2010-03-04,M1009
2010-03-05,M1009
2010-03-08,M1009
2010-03-09,M1009
2010-03-10,M1009
2010-03-11,M1009
2010-03-12,M1009
2010-03-15,M1009
2010-03-16,M1009
2010-03-17,M1009
2010-03-18,M1009
2010-03-19,M1009
2010-03-22,M1009
2010-03-23,M1009
2010-03-24,M1009
2010-03-25,M1009
2010-03-26,M1009
2010-03-29,M1009
2010-03-30,M1009
2010-03-31,M1009
2010-04-01,M1009
2010-04-02,M1009
2010-04-06,M1009
2010-04-07,M1009
2010-04-08,M1009
2010-04-09,M1009
2010-04-12,M1009
2010-04-13,M1009
2010-04-14,M1009
2010-04-15,M1009
2010-04-16,M1009
2010-04-19,M1009
2010-04-20,M1009
2010-04-21,M1009
2010-04-22,M1009
2010-04-23,M1009
2010-04-26,M1009
2010-04-27,M1009
2010-04-28,M1009
2010-04-29,M1009
2010-04-30,M1009
2010-05-04,M1009
2010-05-05,M1101
2010-05-06,M1101
2010-05-07,M1101
2010-05-10,M1101
2010-05-11,M1101
2010-05-12,M1101
2010-05-13,M1101
2010-05-14,M1101
2010-05-17,M1101
2010-05-18,M1101
2010-05-19,M1101
2010-05-20,M1101
2010-05-21,M1101
2010-05-24,M1101
2010-05-25,M1101
2010-05-26,M1101
2010-05-27,M1101
2010-05-28,M1101
2010-05-31,M1101
2010-06-01,M1101
2010-06-02,M1101
2010-06-03,M1101
2010-06-04,M1101
2010-06-07,M1101
2010-06-08,M1101
2010-06-09,M1101
2010-06-10,M1101
2010-06-11,M1101
2010-06-17,M1101
2010-06-18,M1101
2010-06-21,M1101
2010-06-22,M1101
2010-06-23,M1101
2010-06-24,M1101
2010-06-25,M1101
2010-06-28,M1101
2010-06-29,M1101
2010-06-30,M1101
2010-07-01,M1101
2010-07-02,M1101
2010-07-05,M1101
2010-07-06,M1101
2010-07-07,M1101
2010-07-08,M1101
2010-07-09,M1101
2010-07-12,M1101
2010-07-13,M1101
2010-07-14,M1101
2010-07-15,M1101
2010-07-16,M1101
2010-07-19,M1101
2010-07-20,M1105
2010-07-21,M1105
2010-07-22,M1105
2010-07-23,M1105
2010-07-26,M1105
2010-07-27,M1105
2010-07-28,M1105
2010-07-29,M1105
2010-07-30,M1105
2010-08-02,M1105
2010-08-03,M1105
2010-08-04,M1105
2010-08-05,M1105
2010-08-06,M1105
2010-08-09,M1105
2010-08-10,M1105
2010-08-11,M1105
2010-08-12,M1105
2010-08-13,M1105
2010-08-16,M1105
2010-08-17,M1105
2010-08-18,M1105
2010-08-19,M1105
2010-08-20,M1105
2010-08-23,M1105
2010-08-24,M1105
2010-08-25,M1105
2010-08-26,M1105
2010-08-27,M1105
2010-08-30,M1105
2010-08-31,M1105
2010-09-01,M1105
2010-09-02,M1105
2010-09-03,M1105
2010-09-06,M1105
2010-09-07,M1105
2010-09-08,M1105
2010-09-09,M1105
2010-09-10,M1105
2010-09-13,M1105
2010-09-14,M1105
2010-09-15,M1105
2010-09-16,M1105
2010-09-17,M1105
2010-09-20,M1105
2010-09-21,M1105
2010-09-27,M1105
2010-09-28,M1105
2010-09-29,M1105
2010-09-30,M1105
2010-10-08,M1105
2010-10-11,M1105
2010-10-12,M1105
2010-10-13,M1105
2010-10-14,M1105
2010-10-15,M1105
2010-10-18,M1105
2010-10-19,M1105
2010-10-20,M1105
2010-10-21,M1105
2010-10-22,M1105
2010-10-25,M1105
2010-10-26,M1109
2010-10-27,M1109
2010-10-28,M1109
2010-10-29,M1109
2010-11-01,M1109
2010-11-02,M1109
2010-11-03,M1109
2010-11-04,M1109
2010-11-05,M1109
2010-11-08,M1109
2010-11-09,M1109
2010-11-10,M1109
2010-11-11,M1109
2010-11-12,M1109
2010-11-15,M1109
2010-11-16,M1109
2010-11-17,M1109
2010-11-18,M1109
2010-11-19,M1109
2010-11-22,M1109
2010-11-23,M1109
2010-11-24,M1109
2010-11-25,M1109
2010-11-26,M1109
2010-11-29,M1109
2010-11-30,M1109
2010-12-01,M1109
2010-12-02,M1109
2010-12-03,M1109
2010-12-06,M1109
2010-12-07,M1109
2010-12-08,M1109
2010-12-09,M1109
2010-12-10,M1109
2010-12-13,M1109
2010-12-14,M1109
2010-12-15,M1109
2010-12-16,M1109
2010-12-17,M1109
2010-12-20,M1109
2010-12-21,M1109
2010-12-22,M1109
2010-12-23,M1109
2010-12-24,M1109
2010-12-27,M1109
2010-12-28,M1109
2010-12-29,M1109
2010-12-30,M1109
2010-12-31,M1109
2011-01-04,M1109
2011-01-05,M1109
2011-01-06,M1109
2011-01-07,M1109
2011-01-10,M1109
2011-01-11,M1109
2011-01-12,M1109
2011-01-13,M1109
2011-01-14,M1109
2011-01-17,M1109
2011-01-18,M1109
2011-01-19,M1109
2011-01-20,M1109
2011-01-21,M1109
2011-01-24,M1109
2011-01-25,M1109
2011-01-26,M1109
2011-01-27,M1109
2011-01-28,M1109
2011-01-31,M1109
2011-02-01,M1109
2011-02-09,M1109
2011-02-10,M1109
2011-02-11,M1109
2011-02-14,M1109
2011-02-15,M1109
2011-02-16,M1109
2011-02-17,M1109
2011-02-18,M1109
2011-02-21,M1109
2011-02-22,M1109
2011-02-23,M1109
2011-02-24,M1109
2011-02-25,M1109
2011-02-28,M1109
2011-03-01,M1109
2011-03-02,M1109
2011-03-03,M1109
2011-03-04,M1109
2011-03-07,M1109
2011-03-08,M1109
2011-03-09,M1109
2011-03-10,M1109
2011-03-11,M1109
2011-03-14,M1109
2011-03-15,M1201
2011-03-16,M1201
2011-03-17,M1201
2011-03-18,M1201
2011-03-21,M1201
2011-03-22,M1201
2011-03-23,M1201
2011-03-24,M1201
2011-03-25,M1201
2011-03-28,M1201
2011-03-29,M1201
2011-03-30,M1201
2011-03-31,M1201
2011-04-01,M1201
2011-04-06,M1201
2011-04-07,M1201
2011-04-08,M1201
2011-04-11,M1201
2011-04-12,M1201
2011-04-13,M1201
2011-04-14,M1201
2011-04-15,M1201
2011-04-18,M1201
2011-04-19,M1201
2011-04-20,M1201
2011-04-21,M1201
2011-04-22,M1201
2011-04-25,M1201
2011-04-26,M1201
2011-04-27,M1201
2011-04-28,M1201
2011-04-29,M1201
2011-05-03,M1201
2011-05-04,M1201
2011-05-05,M1201
2011-05-06,M1201
2011-05-09,M1201
2011-05-10,M1201
2011-05-11,M1201
2011-05-12,M1201
2011-05-13,M1201
2011-05-16,M1201
2011-05-17,M1201
2011-05-18,M1201
2011-05-19,M1201
2011-05-20,M1201
2011-05-23,M1201
2011-05-24,M1201
2011-05-25,M1201
2011-05-26,M1201
2011-05-27,M1201
2011-05-30,M1201
2011-05-31,M1201
2011-06-01,M1201
2011-06-02,M1201
2011-06-03,M1201
2011-06-07,M1201
2011-06-08,M1201
2011-06-09,M1201
2011-06-10,M1201
2011-06-13,M1201
2011-06-14,M1201
2011-06-15,M1201
2011-06-16,M1201
2011-06-17,M1201
2011-06-20,M1201
2011-06-21,M1201
2011-06-22,M1201
2011-06-23,M1201
2011-06-24,M1201
2011-06-27,M1201
2011-06-28,M1201
2011-06-29,M1201
2011-06-30,M1201
2011-07-01,M1201
2011-07-04,M1201
2011-07-05,M1201
2011-07-06,M1201
2011-07-07,M1201
2011-07-08,M1205
2011-07-11,M1205
2011-07-12,M1205
2011-07-13,M1205
2011-07-14,M1205
2011-07-15,M1205
2011-07-18,M1205
2011-07-19,M1205
2011-07-20,M1205
2011-07-21,M1205
2011-07-22,M1205
2011-07-25,M1205
2011-07-26,M1205
2011-07-27,M1205
2011-07-28,M1205
2011-07-29,M1205
2011-08-01,M1205
2011-08-02,M1205
2011-08-03,M1205
2011-08-04,M1205
2011-08-05,M1205
2011-08-08,M1205
2011-08-09,M1205
2011-08-10,M1205
2011-08-11,M1205
2011-08-12,M1205
2011-08-15,M1205
2011-08-16,M1205
2011-08-17,M1205
2011-08-18,M1205
2011-08-19,M1205
2011-08-22,M1205
2011-08-23,M1205
2011-08-24,M1205
2011-08-25,M1205
2011-08-26,M1205
2011-08-29,M1205
2011-08-30,M1205
2011-08-31,M1205
2011-09-01,M1205
2011-09-02,M1205
2011-09-05,M1205
2011-09-06,M1205
2011-09-07,M1205
2011-09-08,M1205
2011-09-09,M1205
2011-09-13,M1205
2011-09-14,M1205
2011-09-15,M1205
2011-09-16,M1205
2011-09-19,M1205
2011-09-20,M1205
2011-09-21,M1205
2011-09-22,M1205
2011-09-23,M1205
2011-09-26,M1205
2011-09-27,M1205
2011-09-28,M1205
2011-09-29,M1205
2011-09-30,M1205
2011-10-10,M1205
2011-10-11,M1205
2011-10-12,M1205
2011-10-13,M1205
2011-10-14,M1205
2011-10-17,M1205
2011-10-18,M1205
2011-10-19,M1205
2011-10-20,M1205
2011-10-21,M1205
2011-10-24,M1205
2011-10-25,M1205
2011-10-26,M1205
2011-10-27,M1205
2011-10-28,M1205
2011-10-31,M1205
2011-11-01,M1205
2011-11-02,M1205
2011-11-03,M1205
2011-11-04,M1205
2011-11-07,M1205
2011-11-08,M1205
2011-11-09,M1205
2011-11-10,M1205
2011-11-11,M1205
2011-11-14,M1205
2011-11-15,M1205
2011-11-16,M1205
2011-11-17,M1205
2011-11-18,M1205
2011-11-21,M1205
2011-11-22,M1205
2011-11-23,M1205
2011-11-24,M1205
2011-11-25,M1205
2011-11-28,M1205
2011-11-29,M1205
2011-11-30,M1205
2011-12-01,M1205
2011-12-02,M1205
2011-12-05,M1205
2011-12-06,M1205
2011-12-07,M1205
2011-12-08,M1205
2011-12-09,M1205
2011-12-12,M1205
2011-12-13,M1205
2011-12-14,M1205
2011-12-15,M1205
2011-12-16,M1205
2011-12-19,M1205
2011-12-20,M1205
2011-12-21,M1205
2011-12-22,M1209
2011-12-23,M1209
2011-12-26,M1209
2011-12-27,M1209
2011-12-28,M1209
2011-12-29,M1209
2011-12-30,M1209
2012-01-04,M1209
2012-01-05,M1209
2012-01-06,M1209
2012-01-09,M1209
2012-01-10,M1209
2012-01-11,M1209
2012-01-12,M1209
2012-01-13,M1209
2012-01-16,M1209
2012-01-17,M1209
2012-01-18,M1209
2012-01-19,M1209
2012-01-20,M1209
2012-01-30,M1209
2012-01-31,M1209
2012-02-01,M1209
2012-02-02,M1209
2012-02-03,M1209
2012-02-06,M1209
2012-02-07,M1209
2012-02-08,M1209
2012-02-09,M1209
2012-02-10,M1209
2012-02-13,M1209
2012-02-14,M1209
2012-02-15,M1209
2012-02-16,M1209
2012-02-17,M1209
2012-02-20,M1209
2012-02-21,M1209
2012-02-22,M1209
2012-02-23,M1209
2012-02-24,M1209
2012-02-27,M1209
2012-02-28,M1209
2012-02-29,M1209
2012-03-01,M1209
2012-03-02,M1209
2012-03-05,M1209
2012-03-06,M1209
2012-03-07,M1209
2012-03-08,M1209
2012-03-09,M1209
2012-03-12,M1209
2012-03-13,M1209
2012-03-14,M1209
2012-03-15,M1209
2012-03-16,M1209
2012-03-19,M1209
2012-03-20,M1209
2012-03-21,M1209
2012-03-22,M1209
2012-03-23,M1209
2012-03-26,M1209
2012-03-27,M1209
2012-03-28,M1209
2012-03-29,M1209
2012-03-30,M1209
2012-04-05,M1209
2012-04-06,M1209
2012-04-09,M1209
2012-04-10,M1209
2012-04-11,M1209
2012-04-12,M1209
2012-04-13,M1209
2012-04-16,M1209
2012-04-17,M1209
2012-04-18,M1209
2012-04-19,M1209
2012-04-20,M1209
2012-04-23,M1209
2012-04-24,M1209
2012-04-25,M1209
2012-04-26,M1209
2012-04-27,M1209
2012-05-02,M1209
2012-05-03,M1209
2012-05-04,M1209
2012-05-07,M1209
2012-05-08,M1209
2012-05-09,M1209
2012-05-10,M1209
2012-05-11,M1209
2012-05-14,M1209
2012-05-15,M1209
2012-05-16,M1209
2012-05-17,M1301
2012-05-18,M1301
2012-05-21,M1301
2012-05-22,M1301
2012-05-23,M1301
2012-05-24,M1301
2012-05-25,M1301
2012-05-28,M1301
2012-05-29,M1301
2012-05-30,M1301
2012-05-31,M1301
2012-06-01,M1301
2012-06-04,M1301
2012-06-05,M1301
2012-06-06,M1301
2012-06-07,M1301
2012-06-08,M1301
2012-06-11,M1301
2012-06-12,M1301
2012-06-13,M1301
2012-06-14,M1301
2012-06-15,M1301
2012-06-18,M1301
2012-06-19,M1301
2012-06-20,M1301
2012-06-21,M1301
2012-06-25,M1301
2012-06-26,M1301
2012-06-27,M1301
2012-06-28,M1301
2012-06-29,M1301
2012-07-02,M1301
2012-07-03,M1301
2012-07-04,M1301
2012-07-05,M1301
2012-07-06,M1301
2012-07-09,M1301
2012-07-10,M1301
2012-07-11,M1301
2012-07-12,M1301
2012-07-13,M1301
2012-07-16,M1301
2012-07-17,M1301
2012-07-18,M1301
2012-07-19,M1301
2012-07-20,M1301
2012-07-23,M1301
2012-07-24,M1301
2012-07-25,M1301
2012-07-26,M1301
2012-07-27,M1301
2012-07-30,M1301
2012-07-31,M1301
2012-08-01,M1301
2012-08-02,M1301
2012-08-03,M1301
2012-08-06,M1301
2012-08-07,M1301
2012-08-08,M1301
2012-08-09,M1301
2012-08-10,M1301
2012-08-13,M1301
2012-08-14,M1301
2012-08-15,M1301
2012-08-16,M1301
2012-08-17,M1301
2012-08-20,M1301
2012-08-21,M1301
2012-08-22,M1301
2012-08-23,M1301
2012-08-24,M1301
2012-08-27,M1301
2012-08-28,M1301
2012-08-29,M1301
2012-08-30,M1301
2012-08-31,M1301
2012-09-03,M1301
2012-09-04,M1301
2012-09-05,M1301
2012-09-06,M1301
2012-09-07,M1301
2012-09-10,M1301
2012-09-11,M1301
2012-09-12,M1301
2012-09-13,M1301
2012-09-14,M1301
2012-09-17,M1301
2012-09-18,M1301
2012-09-19,M1301
2012-09-20,M1301
2012-09-21,M1301
2012-09-24,M1301
2012-09-25,M1301
2012-09-26,M1301
2012-09-27,M1301
2012-09-28,M1301
2012-10-08,M1301
2012-10-09,M1301
2012-10-10,M1301
2012-10-11,M1301
2012-10-12,M1301
2012-10-15,M1301
2012-10-16,M1301
2012-10-17,M1301
2012-10-18,M1301
2012-10-19,M1301
2012-10-22,M1301
2012-10-23,M1301
2012-10-24,M1301
2012-10-25,M1301
2012-10-26,M1301
2012-10-29,M1301
2012-10-30,M1301
2012-10-31,M1301
2012-11-01,M1301
2012-11-02,M1301
2012-11-05,M1301
2012-11-06,M1301
2012-11-07,M1301
2012-11-08,M1301
2012-11-09,M1301
2012-11-12,M1301
2012-11-13,M1301
2012-11-14,M1301
2012-11-15,M1301
2012-11-16,M1305
2012-11-19,M1305
2012-11-20,M1305
2012-11-21,M1305
2012-11-22,M1305
2012-11-23,M1305
2012-11-26,M1305
2012-11-27,M1305
2012-11-28,M1305
2012-11-29,M1305
2012-11-30,M1305
2012-12-03,M1305
2012-12-04,M1305
2012-12-05,M1305
2012-12-06,M1305
2012-12-07,M1305
2012-12-10,M1305
2012-12-11,M1305
2012-12-12,M1305
2012-12-13,M1305
2012-12-14,M1305
2012-12-17,M1305
2012-12-18,M1305
2012-12-19,M1305
2012-12-20,M1305
2012-12-21,M1305
2012-12-24,M1305
2012-12-25,M1305
2012-12-26,M1305
2012-12-27,M1305
2012-12-28,M1305
2012-12-31,M1305
2013-01-04,M1305
2013-01-07,M1305
2013-01-08,M1305
2013-01-09,M1305
2013-01-10,M1305
2013-01-11,M1305
2013-01-14,M1305
2013-01-15,M1305
2013-01-16,M1305
2013-01-17,M1305
2013-01-18,M1305
2013-01-21,M1305
2013-01-22,M1305
2013-01-23,M1305
2013-01-24,M1305
2013-01-25,M1305
2013-01-28,M1305
2013-01-29,M1305
2013-01-30,M1305
2013-01-31,M1305
2013-02-01,M1305
2013-02-04,M1305
2013-02-05,M1305
2013-02-06,M1305
2013-02-07,M1305
2013-02-08,M1305
2013-02-18,M1305
2013-02-19,M1309
2013-02-20,M1309
2013-02-21,M1309
2013-02-22,M1309
2013-02-25,M1309
2013-02-26,M1309
2013-02-27,M1309
2013-02-28,M1309
2013-03-01,M1309
2013-03-04,M1309
2013-03-05,M1309
2013-03-06,M1309
2013-03-07,M1309
2013-03-08,M1309
2013-03-11,M1309
2013-03-12,M1309
2013-03-13,M1309
2013-03-14,M1309
2013-03-15,M1309
2013-03-18,M1309
2013-03-19,M1309
2013-03-20,M1309
2013-03-21,M1309
2013-03-22,M1309
2013-03-25,M1309
2013-03-26,M1309
2013-03-27,M1309
2013-03-28,M1309
2013-03-29,M1309
2013-04-01,M1309
2013-04-02,M1309
2013-04-03,M1309
2013-04-08,M1309
2013-04-09,M1309
2013-04-10,M1309
2013-04-11,M1309
2013-04-12,M1309
2013-04-15,M1309
2013-04-16,M1309
2013-04-17,M1309
2013-04-18,M1309
2013-04-19,M1309
2013-04-22,M1309
2013-04-23,M1309
2013-04-24,M1309
2013-04-25,M1309
2013-04-26,M1309
2013-05-02,M1309
2013-05-03,M1309
2013-05-06,M1309
2013-05-07,M1309
2013-05-08,M1309
2013-05-09,M1309
2013-05-10,M1309
2013-05-13,M1309
2013-05-14,M1309
2013-05-15,M1309
2013-05-16,M1309
2013-05-17,M1309
2013-05-20,M1309
2013-05-21,M1309
2013-05-22,M1309
2013-05-23,M1309
2013-05-24,M1309
2013-05-27,M1309
2013-05-28,M1309
2013-05-29,M1309
2013-05-30,M1309
2013-05-31,M1309
2013-06-03,M1309
2013-06-04,M1401
2013-06-05,M1401
2013-06-06,M1401
2013-06-07,M1401
2013-06-13,M1401
2013-06-14,M1401
2013-06-17,M1401
2013-06-18,M1401
2013-06-19,M1401
2013-06-20,M1401
2013-06-21,M1401
2013-06-24,M1401
2013-06-25,M1401
2013-06-26,M1401
2013-06-27,M1401
2013-06-28,M1401
2013-07-01,M1401
2013-07-02,M1401
2013-07-03,M1401
2013-07-04,M1401
2013-07-05,M1401
2013-07-08,M1401
2013-07-09,M1401
2013-07-10,M1401
2013-07-11,M1401
2013-07-12,M1401
2013-07-15,M1401
2013-07-16,M1401
2013-07-17,M1401
2013-07-18,M1401
2013-07-19,M1401
2013-07-22,M1401
2013-07-23,M1401
2013-07-24,M1401
2013-07-25,M1401
2013-07-26,M1401
2013-07-29,M1401
2013-07-30,M1401
2013-07-31,M1401
2013-08-01,M1401
2013-08-02,M1401
2013-08-05,M1401
2013-08-06,M1401
2013-08-07,M1401
2013-08-08,M1401
2013-08-09,M1401
2013-08-12,M1401
2013-08-13,M1401
2013-08-14,M1401
2013-08-15,M1401
2013-08-16,M1401
2013-08-19,M1401
2013-08-20,M1401
2013-08-21,M1401
2013-08-22,M1401
2013-08-23,M1401
2013-08-26,M1401
2013-08-27,M1401
2013-08-28,M1401
2013-08-29,M1401
2013-08-30,M1401
2013-09-02,M1401
2013-09-03,M1401
2013-09-04,M1401
2013-09-05,M1401
2013-09-06,M1401
2013-09-09,M1401
2013-09-10,M1401
2013-09-11,M1401
2013-09-12,M1401
2013-09-13,M1401
2013-09-16,M1401
2013-09-17,M1401
2013-09-18,M1401
2013-09-23,M1401
2013-09-24,M1401
2013-09-25,M1401
2013-09-26,M1401
2013-09-27,M1401
2013-09-30,M1401
2013-10-08,M1401
2013-10-09,M1401
2013-10-10,M1401
2013-10-11,M1401
2013-10-14,M1401
2013-10-15,M1401
2013-10-16,M1401
2013-10-17,M1401
2013-10-18,M1401
2013-10-21,M1401
2013-10-22,M1401
2013-10-23,M1401
2013-10-24,M1401
2013-10-25,M1401
2013-10-28,M1401
2013-10-29,M1401
2013-10-30,M1401
2013-10-31,M1401
2013-11-01,M1401
2013-11-04,M1405
2013-11-05,M1405
2013-11-06,M1405
2013-11-07,M1405
2013-11-08,M1405
2013-11-11,M1405
2013-11-12,M1405
2013-11-13,M1405
2013-11-14,M1405
2013-11-15,M1405
2013-11-18,M1405
2013-11-19,M1405
2013-11-20,M1405
2013-11-21,M1405
2013-11-22,M1405
2013-11-25,M1405
2013-11-26,M1405
2013-11-27,M1405
2013-11-28,M1405
2013-11-29,M1405
2013-12-02,M1405
2013-12-03,M1405
2013-12-04,M1405
2013-12-05,M1405
2013-12-06,M1405
2013-12-09,M1405
2013-12-10,M1405
2013-12-11,M1405
2013-12-12,M1405
2013-12-13,M1405
2013-12-16,M1405
2013-12-17,M1405
2013-12-18,M1405
2013-12-19,M1405
2013-12-20,M1405
2013-12-23,M1405
2013-12-24,M1405
2013-12-25,M1405
2013-12-26,M1405
2013-12-27,M1405
2013-12-30,M1405
2013-12-31,M1405
2014-01-02,M1405
2014-01-03,M1405
2014-01-06,M1405
2014-01-07,M1405
2014-01-08,M1405
2014-01-09,M1405
2014-01-10,M1405
2014-01-13,M1405
2014-01-14,M1405
2014-01-15,M1405
2014-01-16,M1405
2014-01-17,M1405
2014-01-20,M1405
2014-01-21,M1405
2014-01-22,M1405
2014-01-23,M1405
2014-01-24,M1405
2014-01-27,M1405
2014-01-28,M1405
2014-01-29,M1405
2014-01-30,M1405
2014-02-07,M1405
2014-02-10,M1405
2014-02-11,M1405
2014-02-12,M1405
2014-02-13,M1405
2014-02-14,M1405
2014-02-17,M1405
2014-02-18,M1405
2014-02-19,M1405
2014-02-20,M1405
2014-02-21,M1405
2014-02-24,M1405
2014-02-25,M1405
2014-02-26,M1405
2014-02-27,M1405
2014-02-28,M1405
2014-03-03,M1405
2014-03-04,M1409
2014-03-05,M1409
2014-03-06,M1409
2014-03-07,M1409
2014-03-10,M1409
2014-03-11,M1409
2014-03-12,M1409
2014-03-13,M1409
2014-03-14,M1409
2014-03-17,M1409
2014-03-18,M1409
2014-03-19,M1409
2014-03-20,M1409
2014-03-21,M1409
2014-03-24,M1409
2014-03-25,M1409
2014-03-26,M1409
2014-03-27,M1409
2014-03-28,M1409
2014-03-31,M1409
2014-04-01,M1409
2014-04-02,M1409
2014-04-03,M1409
2014-04-04,M1409
2014-04-08,M1409
2014-04-09,M1409
2014-04-10,M1409
2014-04-11,M1409
2014-04-14,M1409
2014-04-15,M1409
2014-04-16,M1409
2014-04-17,M1409
2014-04-18,M1409
2014-04-21,M1409
2014-04-22,M1409
2014-04-23,M1409
2014-04-24,M1409
2014-04-25,M1409
2014-04-28,M1409
2014-04-29,M1409
2014-04-30,M1409
2014-05-05,M1409
2014-05-06,M1409
2014-05-07,M1409
2014-05-08,M1409
2014-05-09,M1409
2014-05-12,M1409
2014-05-13,M1409
2014-05-14,M1409
2014-05-15,M1409
2014-05-16,M1409
2014-05-19,M1409
2014-05-20,M1409
2014-05-21,M1409
2014-05-22,M1409
2014-05-23,M1409
2014-05-26,M1409
2014-05-27,M1409
2014-05-28,M1409
2014-05-29,M1409
2014-05-30,M1409
2014-06-03,M1409
2014-06-04,M1409
2014-06-05,M1409
2014-06-06,M1409
2014-06-09,M1409
2014-06-10,M1409
2014-06-11,M1409
2014-06-12,M1409
2014-06-13,M1409
2014-06-16,M1409
2014-06-17,M1409
2014-06-18,M1409
2014-06-19,M1409
2014-06-20,M1409
2014-06-23,M1409
2014-06-24,M1409
2014-06-25,M1409
2014-06-26,M1409
